filename,play_count,like_count
378.jpg,405,7
379.jpg,3010,32
380.jpg,3913,26
381.jpg,95578,1337
382.jpg,10402,501
383.jpg,19932,355
384.jpg,294,4
385.jpg,8410,86
386.jpg,11,0
387.jpg,359945,1226
388.jpg,123956,3619
389.jpg,8587,80
390.jpg,155,6
391.jpg,12050,311
392.jpg,10921,542
393.jpg,177376,1586
394.jpg,7,0
395.jpg,997,29
396.jpg,30,0
397.jpg,8265,279
398.jpg,7616,33
399.jpg,10,1
400.jpg,11482,252
401.jpg,3858198,51299
402.jpg,37914,852
403.jpg,11,0
404.jpg,343,3
405.jpg,30,0
406.jpg,8265,279
407.jpg,123956,3619
408.jpg,269318,12169
409.jpg,12050,311
410.jpg,10090,149
411.jpg,3957,42
412.jpg,583296,1611
413.jpg,95,0
414.jpg,124446,376
415.jpg,44984,4332
416.jpg,341,1
417.jpg,810010,39803
418.jpg,272140,2007
419.jpg,23391,372
420.jpg,40676,1592
