filename,play_count,like_count
390.jpg,15503,404
391.jpg,171,1
392.jpg,120844,12225
393.jpg,5272,304
394.jpg,44674,2895
395.jpg,31955,925
396.jpg,34,4
397.jpg,122034,2224
398.jpg,9814,652
399.jpg,17543,1257
400.jpg,43680,2492
401.jpg,33020,514
402.jpg,21,3
403.jpg,820356,53095
404.jpg,303255,27378
405.jpg,3740,103
406.jpg,1521,19
407.jpg,41872,2173
408.jpg,7417,260
409.jpg,9773,261
410.jpg,43680,2492
411.jpg,15071,379
412.jpg,135,14
413.jpg,170,2
414.jpg,2466140,58141
415.jpg,521484,15306
416.jpg,206,2
417.jpg,245816,5631
418.jpg,165,10
419.jpg,24075,578
420.jpg,31955,925
