filename,play_count,like_count
377.jpg,43805,2371
378.jpg,4793,699
379.jpg,897,16
380.jpg,1155,161
381.jpg,897,16
382.jpg,5502,1034
383.jpg,17,1
384.jpg,278,1
385.jpg,1740,56
386.jpg,2357748,155317
387.jpg,178,16
388.jpg,43805,2371
389.jpg,138551,14115
390.jpg,131788,7981
391.jpg,1540,144
392.jpg,551,4
393.jpg,532533,35341
394.jpg,130223,7396
395.jpg,107037,6296
396.jpg,799228,11565
397.jpg,2914,147
398.jpg,252718,1739
399.jpg,279432,25522
400.jpg,360850,17981
401.jpg,252718,1739
402.jpg,0,0
403.jpg,56771,177
404.jpg,58287,8675
405.jpg,1215,26
406.jpg,60120,8580
407.jpg,0,0
408.jpg,52,8
409.jpg,75740,1893
410.jpg,1565,33
